"","station","log","lat","type","dist","elevation"
"4171",633461,127.6045,36.9941,"기타나지",0,111
"427",534341,127.0309,36.5263,"공공시설지역",0,117
"377",534461,126.1344,36.7382,"공공시설지역",0,16
"225",735351,127.1863,35.6105,"침엽수림",0,212
"169",735172,126.5592,35.6971,"공공시설지역",0,14
"255",336451,127.1751,35.1769,"밭",0,339
"5571",437371,129.287,36.4477,"과수원",0,103
"536",437401,128.9278,36.1127,"주거지역",0,178
"512",437411,128.4564,36.3688,"논",0,56
"2351",238481,127.9102,35.6432,"주거지역",0,202
"3131",238241,128.6757,35.3731,"기타나지",0,9
"155",238191,128.5873,34.7101,"침엽수림",0,89
"57911",111201,126.9456,37.5498,"공공시설지역",0,21
"62215",111142,127.0419,37.5432,"기타초지",0,15
"62216",111141,127.0925,37.5472,"공공시설지역",0,44
"59012",111221,126.8897,37.4985,"기타나지",0,18
"62217",111273,127.1165,37.5218,"공공시설지역",0,23
"6365",111265,127.0337,37.4646,"혼효림",0,43
"35913",221152,129.064,35.1531,"공공시설지역",0,14
"35914",221251,129.0927,35.2298,"주거지역",0,21
"35915",221182,129.0197,35.2161,"주거지역",0,26
"35916",221221,129.0783,35.1847,"공공시설지역",0,13
"3315",221181,128.9842,35.1462,"공공시설지역",0,8
"35917",221132,129.1078,35.1527,"공공시설지역",0,51
"2807",422114,128.5841,35.8743,"기타나지",0,41
"2808",422141,128.5711,35.8455,"공공시설지역",0,76
"2815",422115,128.6316,35.8305,"공공시설지역",0,80
"2809",422132,128.5453,35.8696,"기타나지",0,58
"58614",823611,126.6348,37.4684,"공공시설지역",0,20
"58615",823631,126.7241,37.4496,"주거지역",0,31
"58616",823641,126.7243,37.5,"공공시설지역",0,17
"5769",823651,126.6778,37.5427,"교통시설지역",0,31
"58617",823671,126.6963,37.4089,"공업지역",0,8
"2034",324121,126.8885,35.1549,"공공시설지역",0,51
"2035",324122,126.9088,35.148,"위락시설지역",0,51
"2036",324133,126.9322,35.1739,"공공시설지역",0,63
"2025",324135,126.8603,35.2293,"공업지역",0,27
"2052",324124,126.8961,35.099,"논",0,73
"2042",324148,126.7696,35.1238,"하우스재배지",0,15
"4486",525121,127.4378,36.3161,"주거지역",0,61
"4475",525171,127.3667,36.3045,"상업지역",0,56
"4476",525141,127.3739,36.3724,"교통시설지역",0,50
"4487",525111,127.4172,36.3728,"공업지역",0,48
"3509",238123,129.3593,35.5164,"공업지역",0,19
"35010",238124,129.3258,35.5261,"공공시설지역",0,10
"35011",238127,129.3081,35.5347,"주거지역",0,26
"3564",238128,129.3145,35.4348,"상업지역",0,32
"3512",238381,129.4267,35.5088,"주거지역",0,34
"6206",131132,127.0477,37.7463,"공공시설지역",0,49
"3721",131343,126.8455,36.9746,"공업지역",0,8
"5918",131192,126.8122,37.3346,"상업지역",0,14
"6388",131111,127.0105,37.2838,"공공시설지역",0,65
"6141",131611,127.5098,37.8312,"공공시설지역",0,70
"6581",131582,127.2699,37.0006,"주거지역",0,30
"6073",131459,127.1865,37.8487,"주거지역",0,124
"6132",132115,127.7445,37.9581,"공공시설지역",0,109
"6133",132116,127.7306,37.8817,"공공시설지역",0,107
"6134",132112,127.7205,37.8756,"주거지역",0,83
"616",132117,127.7504,37.8775,"주거지역",0,103
"6491",632123,127.9423,37.3755,"공업지역",0,113
"6501",132501,127.7985,37.2885,"공업지역",0,58
"4305",533112,127.4368,36.6447,"공업지역",0,48
"7211",633311,128.2957,37.0334,"주거지역",0,164
"4122",534111,127.1521,36.8143,"주거지역",0,48
"4181",534433,127.7164,36.9765,"혼효림",0,362
"3641",534421,126.3683,36.9917,"상업지역",0,12
"2084",735111,127.1218,35.799,"공공시설지역",0,40
"1015",336127,127.6524,34.7774,"밭",0,33
"1016",336123,127.6655,34.7635,"상업지역",0,11
"986",336129,127.582,34.8808,"주거지역",0,9
"3382",437112,129.3681,35.9918,"공업지역",0,7
"5672",437113,129.364,36.0318,"상업지역",0,4
"3383",437115,129.36,35.9684,"공공시설지역",0,13
"3393",437116,129.3768,35.9631,"기타나지",0,77
"7401",437431,129.0653,37.0486,"주거지역",0,496
"3277",238141,128.644,35.2403,"혼효림",0,41
"3263",238112,128.6025,35.2176,"공업지역",0,4
"2681",238161,127.7514,35.0677,"공공시설지역",0,7
"57912",111181,126.9348,37.6098,"교통시설지역",0,43
"3615",221141,129.0799,35.0598,"침엽수림",0,51
"35918",221153,129.0479,35.1579,"상업지역",0,17
"35919",221173,129.1081,35.1348,"공공시설지역",0,10
"3551",221232,129.1386,35.36,"기타나지",0,136
"35920",221252,129.0827,35.2352,"공공시설지역",0,55
"2783",422156,128.6083,35.891,"공공시설지역",0,53
"28010",422141,128.5711,35.8455,"공공시설지역",0,76
"58618",823631,126.7137,37.4496,"주거지역",0,27
"5743",831481,126.2835,37.7054,"연안습지",12033.9442176271,23
"7453",131451,127.2526,38.1238,"위락시설지역",0,163
"6401",131391,127.2504,37.4192,"주거지역",0,55
"6402",131393,127.2587,37.435,"공공시설지역",0,131
"5896",831151,126.7999,37.48,"주거지역",0,44
"5927",131223,126.976,37.3477,"주거지역",0,63
"6389",131111,127.0105,37.2838,"공공시설지역",0,65
"6411",131431,127.4077,37.4949,"활엽수림",0,46
"1017",336126,127.675,34.8333,"공업지역",0,6
"991",336356,127.6595,34.9102,"주거지역",0,11
"2682",238161,127.7514,35.0677,"공공시설지역",0,7
"62218",111261,127.0481,37.5176,"공공시설지역",0,50
"57913",111122,126.9704,37.5491,"상업지역",0,28
"62219",111141,127.0925,37.5472,"공공시설지역",0,44
"35921",221182,129.0197,35.2161,"주거지역",0,26
"35922",221221,129.0783,35.1847,"공공시설지역",0,13
"28011",422141,128.5711,35.8455,"공공시설지역",0,76
"2816",422161,128.64,35.8653,"공공시설지역",0,64
"58619",823631,126.7241,37.4496,"주거지역",0,31
"57610",823651,126.6782,37.5489,"주거지역",0,37
"5744",831481,126.2835,37.7054,"연안습지",12033.9442176271,23
"2037",324121,126.8885,35.1549,"공공시설지역",0,51
"2026",324149,126.7966,35.186,"공업지역",0,34
"4477",525141,127.3739,36.3724,"교통시설지역",0,50
"35012",238127,129.3081,35.5347,"주거지역",0,26
"35013",238123,129.3593,35.5164,"공업지역",0,19
"3513",238381,129.4267,35.5088,"주거지역",0,34
"5882",131231,126.7401,37.3468,"기타나지",0,8
"5928",131223,126.976,37.3477,"주거지역",0,63
"63810",131111,127.0105,37.2838,"공공시설지역",0,65
"6142",131611,127.5098,37.8312,"공공시설지역",0,70
"6582",131582,127.2699,37.0006,"주거지역",0,30
"6074",131459,127.1865,37.8487,"주거지역",0,124
"6151",132113,127.7495,37.8571,"공공시설지역",0,90
"7502",132401,127.9586,38.2244,"혼효림",11032.9148864037,294
"4306",533112,127.4596,36.6404,"주거지역",0,72
"4307",633212,127.4306,36.7104,"공공시설지역",0,51
"3771",534461,126.1344,36.7382,"공공시설지역",0,16
"4123",534111,127.1521,36.8143,"주거지역",0,48
"3642",534421,126.3683,36.9917,"상업지역",0,12
"4182",534433,127.7164,36.9765,"혼효림",0,362
"2085",735111,127.1218,35.799,"공공시설지역",0,40
"1603",735122,126.6514,35.9733,"공업지역",0,6
"2251",735351,127.1863,35.6105,"침엽수림",0,212
"1018",336127,127.6524,34.7774,"밭",0,33
"992",336352,127.6977,34.9399,"공공시설지역",0,13
"415",336449,126.4525,34.7575,"기타나지",0,4
"3384",437115,129.36,35.9684,"공공시설지역",0,13
"5261",437155,128.4386,36.1415,"공업지역",0,54
"3278",238141,128.644,35.2403,"혼효림",0,41
"3264",238112,128.6025,35.2176,"공업지역",0,4
"145",238202,128.6048,34.8885,"기타나지",0,47
"57914",111181,126.9348,37.6098,"교통시설지역",0,43
"62220",111141,127.0925,37.5472,"공공시설지역",0,44
"35923",221182,129.0197,35.2161,"주거지역",0,26
"35924",221221,129.0783,35.1847,"공공시설지역",0,13
"2817",422115,128.6316,35.8305,"공공시설지역",0,80
"28012",422141,128.5711,35.8455,"공공시설지역",0,76
"58620",823631,126.7241,37.4496,"주거지역",0,31
"5745",831481,126.2835,37.7054,"연안습지",12033.9442176271,23
"5941",831491,126.1493,37.233,"공공시설지역",0,193
"2038",324121,126.8885,35.1549,"공공시설지역",0,51
"4478",525141,127.3739,36.3724,"교통시설지역",0,50
"35014",238127,129.3081,35.5347,"주거지역",0,26
"5919",131191,126.8304,37.3221,"공공시설지역",0,30
"63811",131111,127.0105,37.2838,"공공시설지역",0,65
"6601",131441,127.5536,37.1375,"혼효림",0,151
"7454",131451,127.2526,38.1238,"위락시설지역",0,163
"6152",132113,127.7495,37.8571,"공공시설지역",0,90
"6821",632132,128.903,37.76,"상업지역",0,13
"6512",632122,127.9479,37.337,"공공시설지역",0,150
"7542",632421,128.3852,38.2874,"혼효림",18029.3885753229,662
"7503",132401,127.9586,38.2244,"혼효림",11032.9148864037,294
"4308",533112,127.4596,36.6404,"주거지역",0,72
"4371",633361,127.8047,36.7309,"공공시설지역",0,165
"3772",534461,126.1344,36.7382,"공공시설지역",0,16
"4124",534111,127.1521,36.8143,"주거지역",0,48
"4183",534433,127.7164,36.9765,"혼효림",0,362
"4271",534341,127.0309,36.5263,"공공시설지역",0,117
"2086",735111,127.1218,35.799,"공공시설지역",0,40
"1632",735132,126.9579,35.9483,"공공시설지역",0,27
"2252",735351,127.1863,35.6105,"침엽수림",0,212
"1019",336127,127.6524,34.7774,"밭",0,33
"993",336352,127.6977,34.9399,"공공시설지역",0,13
"4110",336111,126.3916,34.806,"주거지역",0,5
"5572",437371,129.287,36.4477,"과수원",0,103
"5361",437401,128.9278,36.1127,"주거지역",0,178
"5211",437131,128.0884,36.1446,"기타나지",0,84
"5001",437141,128.7281,36.5643,"공공시설지역",0,97
"3385",437115,129.36,35.9684,"공공시설지역",0,13
"3279",238141,128.644,35.2403,"혼효림",0,41
"1551",238191,128.5873,34.7101,"침엽수림",0,89
"2352",238481,127.9102,35.6432,"주거지역",0,202
"121",339312,126.1622,33.2925,"기타초지",0,55
